unit_id,treatment,exposed,exposure_count,converted,data_source,scenario
SYN-000947,treatment,1,1,0,synthetic,near_null_effect
SYN-000948,treatment,1,1,0,synthetic,near_null_effect
SYN-000949,control,1,1,0,synthetic,near_null_effect
SYN-000950,treatment,1,1,0,synthetic,near_null_effect
SYN-000951,control,1,1,0,synthetic,near_null_effect
SYN-000952,control,1,1,0,synthetic,near_null_effect
SYN-000953,treatment,1,1,0,synthetic,near_null_effect
SYN-000954,treatment,1,1,0,synthetic,near_null_effect
SYN-000955,control,1,1,0,synthetic,near_null_effect
SYN-000956,control,1,1,0,synthetic,near_null_effect
SYN-000957,control,1,1,0,synthetic,near_null_effect
SYN-000958,treatment,1,1,0,synthetic,near_null_effect
SYN-000959,control,1,1,0,synthetic,near_null_effect
SYN-000960,control,1,1,0,synthetic,near_null_effect
SYN-000961,treatment,1,1,0,synthetic,near_null_effect
SYN-000962,control,1,1,0,synthetic,near_null_effect
SYN-000963,treatment,1,1,0,synthetic,near_null_effect
SYN-000964,control,1,1,0,synthetic,near_null_effect
SYN-000965,treatment,1,1,0,synthetic,near_null_effect
SYN-000966,control,1,1,0,synthetic,near_null_effect
SYN-000967,control,1,1,0,synthetic,near_null_effect
SYN-000968,treatment,1,1,1,synthetic,near_null_effect
SYN-000969,control,1,1,0,synthetic,near_null_effect
SYN-000970,control,1,1,0,synthetic,near_null_effect
SYN-000971,treatment,1,1,0,synthetic,near_null_effect
SYN-000972,treatment,1,1,0,synthetic,near_null_effect
SYN-000973,control,1,1,0,synthetic,near_null_effect
SYN-000974,control,1,1,0,synthetic,near_null_effect
SYN-000975,treatment,1,1,0,synthetic,near_null_effect
SYN-000976,treatment,1,1,0,synthetic,near_null_effect
SYN-000977,treatment,1,1,0,synthetic,near_null_effect
SYN-000978,treatment,1,1,0,synthetic,near_null_effect
SYN-000979,control,1,1,0,synthetic,near_null_effect
SYN-000980,control,1,1,0,synthetic,near_null_effect
SYN-000981,treatment,1,1,0,synthetic,near_null_effect
SYN-000982,control,1,1,1,synthetic,near_null_effect
SYN-000983,control,1,1,0,synthetic,near_null_effect
SYN-000984,treatment,1,1,0,synthetic,near_null_effect
SYN-000985,treatment,1,1,0,synthetic,near_null_effect
SYN-000986,control,1,1,0,synthetic,near_null_effect
SYN-000987,control,1,1,0,synthetic,near_null_effect
SYN-000988,control,1,1,0,synthetic,near_null_effect
SYN-000989,treatment,1,1,0,synthetic,near_null_effect
SYN-000990,control,1,1,0,synthetic,near_null_effect
SYN-000991,control,1,1,0,synthetic,near_null_effect
SYN-000992,treatment,1,1,0,synthetic,near_null_effect
SYN-000993,control,1,1,0,synthetic,near_null_effect
SYN-000994,treatment,1,1,0,synthetic,near_null_effect
SYN-000995,control,1,1,1,synthetic,near_null_effect
SYN-000996,treatment,1,1,0,synthetic,near_null_effect
SYN-000997,treatment,1,1,0,synthetic,near_null_effect
SYN-000998,control,1,1,0,synthetic,near_null_effect
SYN-000999,control,1,1,0,synthetic,near_null_effect
SYN-001000,control,1,1,0,synthetic,near_null_effect
SYN-001001,treatment,1,1,0,synthetic,near_null_effect
SYN-001002,control,1,1,0,synthetic,near_null_effect
SYN-001003,control,1,1,0,synthetic,near_null_effect
SYN-001004,control,1,1,0,synthetic,near_null_effect
SYN-001005,treatment,1,1,0,synthetic,near_null_effect
SYN-001006,control,1,1,1,synthetic,near_null_effect
SYN-001007,treatment,1,1,0,synthetic,near_null_effect
SYN-001008,treatment,1,1,0,synthetic,near_null_effect
SYN-001009,control,1,1,0,synthetic,near_null_effect
SYN-001010,control,1,1,0,synthetic,near_null_effect
SYN-001011,treatment,1,1,0,synthetic,near_null_effect
SYN-001012,control,1,1,0,synthetic,near_null_effect
SYN-001013,treatment,1,1,0,synthetic,near_null_effect
SYN-001014,control,1,1,0,synthetic,near_null_effect
SYN-001015,treatment,1,1,0,synthetic,near_null_effect
SYN-001016,control,1,1,0,synthetic,near_null_effect
SYN-001017,treatment,1,1,0,synthetic,near_null_effect
SYN-001018,treatment,1,1,0,synthetic,near_null_effect
SYN-001019,treatment,1,1,0,synthetic,near_null_effect
SYN-001020,control,1,1,0,synthetic,near_null_effect
SYN-001021,control,1,1,0,synthetic,near_null_effect
SYN-001022,treatment,1,1,0,synthetic,near_null_effect
SYN-001023,treatment,1,1,0,synthetic,near_null_effect
SYN-001024,treatment,1,1,0,synthetic,near_null_effect
SYN-001025,control,1,1,0,synthetic,near_null_effect
SYN-001026,control,1,1,1,synthetic,near_null_effect
SYN-001027,control,1,1,0,synthetic,near_null_effect
SYN-001028,control,1,1,0,synthetic,near_null_effect
SYN-001029,treatment,1,1,0,synthetic,near_null_effect
SYN-001030,treatment,1,1,0,synthetic,near_null_effect
SYN-001031,control,1,1,0,synthetic,near_null_effect
SYN-001032,treatment,1,1,1,synthetic,near_null_effect
SYN-001033,control,1,1,0,synthetic,near_null_effect
SYN-001034,treatment,1,1,0,synthetic,near_null_effect
SYN-001035,treatment,1,1,0,synthetic,near_null_effect
SYN-001036,treatment,1,1,0,synthetic,near_null_effect
SYN-001037,treatment,1,1,0,synthetic,near_null_effect
SYN-001038,control,1,1,0,synthetic,near_null_effect
SYN-001039,treatment,1,1,0,synthetic,near_null_effect
SYN-001040,control,1,1,0,synthetic,near_null_effect
SYN-001041,control,1,1,0,synthetic,near_null_effect
SYN-001042,treatment,1,1,1,synthetic,near_null_effect
SYN-001043,treatment,1,1,0,synthetic,near_null_effect
SYN-001044,control,1,1,0,synthetic,near_null_effect
SYN-001045,control,1,1,0,synthetic,near_null_effect
SYN-001046,treatment,1,1,0,synthetic,near_null_effect
SYN-001047,treatment,1,1,0,synthetic,near_null_effect
SYN-001048,control,1,1,1,synthetic,near_null_effect
SYN-001049,control,1,1,0,synthetic,near_null_effect
SYN-001050,treatment,1,1,0,synthetic,near_null_effect
SYN-001051,treatment,1,1,0,synthetic,near_null_effect
SYN-001052,treatment,1,1,0,synthetic,near_null_effect
SYN-001053,control,1,1,0,synthetic,near_null_effect
SYN-001054,treatment,1,1,1,synthetic,near_null_effect
SYN-001055,treatment,1,1,0,synthetic,near_null_effect
SYN-001056,control,1,1,0,synthetic,near_null_effect
SYN-001057,treatment,1,1,0,synthetic,near_null_effect
SYN-001058,treatment,1,1,0,synthetic,near_null_effect
SYN-001059,control,1,1,0,synthetic,near_null_effect
SYN-001060,treatment,1,1,0,synthetic,near_null_effect
SYN-001061,treatment,1,1,0,synthetic,near_null_effect
SYN-001062,treatment,1,1,1,synthetic,near_null_effect
SYN-001063,control,1,1,1,synthetic,near_null_effect
SYN-001064,treatment,1,1,0,synthetic,near_null_effect
SYN-001065,treatment,1,1,0,synthetic,near_null_effect
SYN-001066,control,1,1,0,synthetic,near_null_effect
SYN-001067,treatment,1,1,0,synthetic,near_null_effect
SYN-001068,treatment,1,1,0,synthetic,near_null_effect
SYN-001069,control,1,1,0,synthetic,near_null_effect
SYN-001070,control,1,1,0,synthetic,near_null_effect
SYN-001071,treatment,1,1,0,synthetic,near_null_effect
SYN-001072,control,1,1,0,synthetic,near_null_effect
SYN-001073,treatment,1,1,0,synthetic,near_null_effect
SYN-001074,control,1,1,0,synthetic,near_null_effect
SYN-001075,control,1,1,0,synthetic,near_null_effect
SYN-001076,control,1,1,0,synthetic,near_null_effect
SYN-001077,control,1,1,0,synthetic,near_null_effect
SYN-001078,control,1,1,0,synthetic,near_null_effect
SYN-001079,treatment,1,1,0,synthetic,near_null_effect
SYN-001080,treatment,1,1,0,synthetic,near_null_effect
SYN-001081,treatment,1,1,0,synthetic,near_null_effect
SYN-001082,treatment,1,1,0,synthetic,near_null_effect
SYN-001083,control,1,1,0,synthetic,near_null_effect
SYN-001084,control,1,1,0,synthetic,near_null_effect
SYN-001085,control,1,1,0,synthetic,near_null_effect
SYN-001086,control,1,1,1,synthetic,near_null_effect
SYN-001087,treatment,1,1,0,synthetic,near_null_effect
SYN-001088,treatment,1,1,0,synthetic,near_null_effect
SYN-001089,treatment,1,1,1,synthetic,near_null_effect
SYN-001090,control,1,1,0,synthetic,near_null_effect
SYN-001091,treatment,1,1,1,synthetic,near_null_effect
SYN-001092,treatment,1,1,0,synthetic,near_null_effect
SYN-001093,control,1,1,0,synthetic,near_null_effect
SYN-001094,treatment,1,1,0,synthetic,near_null_effect
SYN-001095,control,1,1,0,synthetic,near_null_effect
SYN-001096,treatment,1,1,0,synthetic,near_null_effect
SYN-001097,treatment,1,1,0,synthetic,near_null_effect
SYN-001098,treatment,1,1,1,synthetic,near_null_effect
SYN-001099,treatment,1,1,0,synthetic,near_null_effect
SYN-001100,control,1,1,1,synthetic,near_null_effect
SYN-001101,control,1,1,0,synthetic,near_null_effect
SYN-001102,control,1,1,0,synthetic,near_null_effect
SYN-001103,control,1,1,0,synthetic,near_null_effect
SYN-001104,control,1,1,0,synthetic,near_null_effect
SYN-001105,treatment,1,1,0,synthetic,near_null_effect
SYN-001106,treatment,1,1,0,synthetic,near_null_effect
SYN-001107,control,1,1,0,synthetic,near_null_effect
SYN-001108,control,1,1,0,synthetic,near_null_effect
SYN-001109,control,1,1,1,synthetic,near_null_effect
SYN-001110,treatment,1,1,0,synthetic,near_null_effect
SYN-001111,control,1,1,0,synthetic,near_null_effect
SYN-001112,control,1,1,0,synthetic,near_null_effect
SYN-001113,control,1,1,0,synthetic,near_null_effect
SYN-001114,control,1,1,0,synthetic,near_null_effect
SYN-001115,treatment,1,1,0,synthetic,near_null_effect
SYN-001116,control,1,1,0,synthetic,near_null_effect
SYN-001117,treatment,1,1,0,synthetic,near_null_effect
SYN-001118,treatment,1,1,0,synthetic,near_null_effect
SYN-001119,control,1,1,0,synthetic,near_null_effect
SYN-001120,treatment,1,1,0,synthetic,near_null_effect
SYN-001121,treatment,1,1,1,synthetic,near_null_effect
SYN-001122,treatment,1,1,0,synthetic,near_null_effect
SYN-001123,treatment,1,1,0,synthetic,near_null_effect
SYN-001124,control,1,1,0,synthetic,near_null_effect
SYN-001125,treatment,1,1,0,synthetic,near_null_effect
SYN-001126,treatment,1,1,0,synthetic,near_null_effect
SYN-001127,control,1,1,0,synthetic,near_null_effect
SYN-001128,treatment,1,1,0,synthetic,near_null_effect
SYN-001129,control,1,1,0,synthetic,near_null_effect
SYN-001130,control,1,1,0,synthetic,near_null_effect
SYN-001131,treatment,1,1,0,synthetic,near_null_effect
SYN-001132,control,1,1,0,synthetic,near_null_effect
SYN-001133,control,1,1,0,synthetic,near_null_effect
SYN-001134,treatment,1,1,0,synthetic,near_null_effect
SYN-001135,treatment,1,1,0,synthetic,near_null_effect
SYN-001136,treatment,1,1,1,synthetic,near_null_effect
SYN-001137,control,1,1,0,synthetic,near_null_effect
SYN-001138,treatment,1,1,1,synthetic,near_null_effect
SYN-001139,control,1,1,0,synthetic,near_null_effect
SYN-001140,treatment,1,1,0,synthetic,near_null_effect
SYN-001141,treatment,1,1,1,synthetic,near_null_effect
SYN-001142,treatment,1,1,0,synthetic,near_null_effect
SYN-001143,treatment,1,1,0,synthetic,near_null_effect
SYN-001144,treatment,1,1,0,synthetic,near_null_effect
SYN-001145,control,1,1,0,synthetic,near_null_effect
SYN-001146,treatment,1,1,0,synthetic,near_null_effect
SYN-001147,control,1,1,1,synthetic,near_null_effect
SYN-001148,treatment,1,1,0,synthetic,near_null_effect
SYN-001149,control,1,1,0,synthetic,near_null_effect
SYN-001150,control,1,1,0,synthetic,near_null_effect
SYN-001151,control,1,1,0,synthetic,near_null_effect
SYN-001152,control,1,1,1,synthetic,near_null_effect
SYN-001153,treatment,1,1,0,synthetic,near_null_effect
SYN-001154,control,1,1,0,synthetic,near_null_effect
SYN-001155,treatment,1,1,0,synthetic,near_null_effect
SYN-001156,treatment,1,1,0,synthetic,near_null_effect
SYN-001157,control,1,1,0,synthetic,near_null_effect
SYN-001158,treatment,1,1,0,synthetic,near_null_effect
SYN-001159,control,1,1,0,synthetic,near_null_effect
SYN-001160,control,1,1,0,synthetic,near_null_effect
SYN-001161,treatment,1,1,0,synthetic,near_null_effect
SYN-001162,treatment,1,1,0,synthetic,near_null_effect
SYN-001163,control,1,1,0,synthetic,near_null_effect
SYN-001164,control,1,1,0,synthetic,near_null_effect
SYN-001165,control,1,1,1,synthetic,near_null_effect
SYN-001166,treatment,1,1,0,synthetic,near_null_effect
SYN-001167,control,1,1,0,synthetic,near_null_effect
SYN-001168,control,1,1,0,synthetic,near_null_effect
SYN-001169,treatment,1,1,0,synthetic,near_null_effect
SYN-001170,control,1,1,0,synthetic,near_null_effect
SYN-001171,control,1,1,0,synthetic,near_null_effect
SYN-001172,treatment,1,1,0,synthetic,near_null_effect
SYN-001173,treatment,1,1,0,synthetic,near_null_effect
SYN-001174,control,1,1,0,synthetic,near_null_effect
SYN-001175,control,1,1,1,synthetic,near_null_effect
SYN-001176,control,1,1,1,synthetic,near_null_effect
SYN-001177,control,1,1,1,synthetic,near_null_effect
SYN-001178,control,1,1,0,synthetic,near_null_effect
SYN-001179,control,1,1,1,synthetic,near_null_effect
SYN-001180,control,1,1,1,synthetic,near_null_effect
SYN-001181,treatment,1,1,1,synthetic,near_null_effect
SYN-001182,control,1,1,0,synthetic,near_null_effect
SYN-001183,control,1,1,0,synthetic,near_null_effect
SYN-001184,treatment,1,1,0,synthetic,near_null_effect
SYN-001185,treatment,1,1,0,synthetic,near_null_effect
SYN-001186,treatment,1,1,0,synthetic,near_null_effect
SYN-001187,treatment,1,1,0,synthetic,near_null_effect
SYN-001188,treatment,1,1,1,synthetic,near_null_effect
SYN-001189,treatment,1,1,0,synthetic,near_null_effect
SYN-001190,control,1,1,0,synthetic,near_null_effect
SYN-001191,control,1,1,0,synthetic,near_null_effect
SYN-001192,control,1,1,0,synthetic,near_null_effect
SYN-001193,control,1,1,0,synthetic,near_null_effect
SYN-001194,treatment,1,1,0,synthetic,near_null_effect
SYN-001195,treatment,1,1,0,synthetic,near_null_effect
SYN-001196,treatment,1,1,0,synthetic,near_null_effect
SYN-001197,control,1,1,0,synthetic,near_null_effect
SYN-001198,treatment,1,1,0,synthetic,near_null_effect
SYN-001199,treatment,1,1,0,synthetic,near_null_effect
SYN-001200,control,1,1,0,synthetic,near_null_effect
SYN-001201,treatment,1,1,0,synthetic,near_null_effect
SYN-001202,control,1,1,0,synthetic,near_null_effect
SYN-001203,control,1,1,0,synthetic,near_null_effect
SYN-001204,control,1,1,0,synthetic,near_null_effect
SYN-001205,control,1,1,0,synthetic,near_null_effect
SYN-001206,treatment,1,1,0,synthetic,near_null_effect
SYN-001207,treatment,1,1,0,synthetic,near_null_effect
SYN-001208,control,1,1,0,synthetic,near_null_effect
SYN-001209,treatment,1,1,0,synthetic,near_null_effect
SYN-001210,control,1,1,1,synthetic,near_null_effect
SYN-001211,treatment,1,1,0,synthetic,near_null_effect
SYN-001212,treatment,1,1,1,synthetic,near_null_effect
SYN-001213,control,1,1,0,synthetic,near_null_effect
SYN-001214,control,1,1,1,synthetic,near_null_effect
SYN-001215,control,1,1,0,synthetic,near_null_effect
SYN-001216,treatment,1,1,1,synthetic,near_null_effect
SYN-001217,control,1,1,0,synthetic,near_null_effect
SYN-001218,control,1,1,0,synthetic,near_null_effect
SYN-001219,treatment,1,1,0,synthetic,near_null_effect
SYN-001220,treatment,1,1,0,synthetic,near_null_effect
SYN-001221,treatment,1,1,0,synthetic,near_null_effect
SYN-001222,treatment,1,1,1,synthetic,near_null_effect
SYN-001223,treatment,1,1,0,synthetic,near_null_effect
SYN-001224,control,1,1,0,synthetic,near_null_effect
SYN-001225,control,1,1,1,synthetic,near_null_effect
SYN-001226,control,1,1,0,synthetic,near_null_effect
SYN-001227,treatment,1,1,0,synthetic,near_null_effect
SYN-001228,control,1,1,0,synthetic,near_null_effect
SYN-001229,treatment,1,1,0,synthetic,near_null_effect
SYN-001230,treatment,1,1,1,synthetic,near_null_effect
SYN-001231,treatment,1,1,0,synthetic,near_null_effect
SYN-001232,control,1,1,0,synthetic,near_null_effect
SYN-001233,control,1,1,0,synthetic,near_null_effect
SYN-001234,treatment,1,1,0,synthetic,near_null_effect
SYN-001235,control,1,1,0,synthetic,near_null_effect
SYN-001236,treatment,1,1,0,synthetic,near_null_effect
SYN-001237,control,1,1,0,synthetic,near_null_effect
SYN-001238,control,1,1,0,synthetic,near_null_effect
SYN-001239,treatment,1,1,0,synthetic,near_null_effect
SYN-001240,treatment,1,1,0,synthetic,near_null_effect
SYN-001241,control,1,1,0,synthetic,near_null_effect
SYN-001242,treatment,1,1,0,synthetic,near_null_effect
SYN-001243,control,1,1,0,synthetic,near_null_effect
SYN-001244,control,1,1,0,synthetic,near_null_effect
SYN-001245,treatment,1,1,0,synthetic,near_null_effect
SYN-001246,treatment,1,1,1,synthetic,near_null_effect
SYN-001247,control,1,1,0,synthetic,near_null_effect
SYN-001248,control,1,1,0,synthetic,near_null_effect
SYN-001249,treatment,1,1,0,synthetic,near_null_effect
SYN-001250,control,1,1,0,synthetic,near_null_effect
SYN-001251,treatment,1,1,1,synthetic,near_null_effect
SYN-001252,control,1,1,0,synthetic,near_null_effect
SYN-001253,control,1,1,0,synthetic,near_null_effect
SYN-001254,treatment,1,1,0,synthetic,near_null_effect
SYN-001255,control,1,1,0,synthetic,near_null_effect
SYN-001256,control,1,1,0,synthetic,near_null_effect
SYN-001257,control,1,1,0,synthetic,near_null_effect
SYN-001258,control,1,1,0,synthetic,near_null_effect
SYN-001259,treatment,1,1,0,synthetic,near_null_effect
SYN-001260,control,1,1,0,synthetic,near_null_effect
SYN-001261,treatment,1,1,0,synthetic,near_null_effect
SYN-001262,treatment,1,1,0,synthetic,near_null_effect
SYN-001263,treatment,1,1,0,synthetic,near_null_effect
SYN-001264,control,1,1,0,synthetic,near_null_effect
SYN-001265,control,1,1,0,synthetic,near_null_effect
SYN-001266,treatment,1,1,0,synthetic,near_null_effect
SYN-001267,control,1,1,0,synthetic,near_null_effect
SYN-001268,treatment,1,1,0,synthetic,near_null_effect
SYN-001269,treatment,1,1,0,synthetic,near_null_effect
SYN-001270,treatment,1,1,0,synthetic,near_null_effect
SYN-001271,control,1,1,1,synthetic,near_null_effect
SYN-001272,treatment,1,1,0,synthetic,near_null_effect
SYN-001273,control,1,1,0,synthetic,near_null_effect
SYN-001274,control,1,1,0,synthetic,near_null_effect
SYN-001275,control,1,1,0,synthetic,near_null_effect
SYN-001276,treatment,1,1,0,synthetic,near_null_effect
SYN-001277,control,1,1,0,synthetic,near_null_effect
SYN-001278,control,1,1,0,synthetic,near_null_effect
SYN-001279,control,1,1,0,synthetic,near_null_effect
SYN-001280,treatment,1,1,0,synthetic,near_null_effect
SYN-001281,treatment,1,1,0,synthetic,near_null_effect
SYN-001282,control,1,1,0,synthetic,near_null_effect
SYN-001283,treatment,1,1,0,synthetic,near_null_effect
SYN-001284,control,1,1,0,synthetic,near_null_effect
SYN-001285,control,1,1,0,synthetic,near_null_effect
SYN-001286,treatment,1,1,0,synthetic,near_null_effect
SYN-001287,treatment,1,1,0,synthetic,near_null_effect
SYN-001288,control,1,1,0,synthetic,near_null_effect
SYN-001289,control,1,1,0,synthetic,near_null_effect
SYN-001290,control,1,1,0,synthetic,near_null_effect
SYN-001291,treatment,1,1,0,synthetic,near_null_effect
SYN-001292,control,1,1,0,synthetic,near_null_effect
SYN-001293,treatment,1,1,0,synthetic,near_null_effect
SYN-001294,treatment,1,1,0,synthetic,near_null_effect
SYN-001295,treatment,1,1,0,synthetic,near_null_effect
SYN-001296,treatment,1,1,0,synthetic,near_null_effect
SYN-001297,control,1,1,0,synthetic,near_null_effect
SYN-001298,control,1,1,0,synthetic,near_null_effect
SYN-001299,treatment,1,1,0,synthetic,near_null_effect
SYN-001300,control,1,1,0,synthetic,near_null_effect
SYN-001301,treatment,1,1,0,synthetic,near_null_effect
SYN-001302,control,1,1,0,synthetic,near_null_effect
SYN-001303,control,1,1,0,synthetic,near_null_effect
SYN-001304,treatment,1,1,0,synthetic,near_null_effect
SYN-001305,treatment,1,1,0,synthetic,near_null_effect
SYN-001306,treatment,1,1,0,synthetic,near_null_effect
SYN-001307,treatment,1,1,0,synthetic,near_null_effect
SYN-001308,treatment,1,1,0,synthetic,near_null_effect
SYN-001309,control,1,1,0,synthetic,near_null_effect
SYN-001310,treatment,1,1,0,synthetic,near_null_effect
SYN-001311,treatment,1,1,0,synthetic,near_null_effect
SYN-001312,control,1,1,0,synthetic,near_null_effect
SYN-001313,treatment,1,1,0,synthetic,near_null_effect
SYN-001314,treatment,1,1,0,synthetic,near_null_effect
SYN-001315,treatment,1,1,0,synthetic,near_null_effect
SYN-001316,control,1,1,0,synthetic,near_null_effect
SYN-001317,control,1,1,0,synthetic,near_null_effect
SYN-001318,control,1,1,0,synthetic,near_null_effect
SYN-001319,control,1,1,0,synthetic,near_null_effect
SYN-001320,treatment,1,1,0,synthetic,near_null_effect
SYN-001321,treatment,1,1,0,synthetic,near_null_effect
SYN-001322,control,1,1,0,synthetic,near_null_effect
SYN-001323,control,1,1,0,synthetic,near_null_effect
SYN-001324,control,1,1,0,synthetic,near_null_effect
SYN-001325,control,1,1,0,synthetic,near_null_effect
SYN-001326,treatment,1,1,0,synthetic,near_null_effect
SYN-001327,control,1,1,0,synthetic,near_null_effect
SYN-001328,treatment,1,1,0,synthetic,near_null_effect
SYN-001329,treatment,1,1,0,synthetic,near_null_effect
SYN-001330,treatment,1,1,1,synthetic,near_null_effect
SYN-001331,treatment,1,1,0,synthetic,near_null_effect
SYN-001332,control,1,1,0,synthetic,near_null_effect
SYN-001333,control,1,1,0,synthetic,near_null_effect
SYN-001334,control,1,1,0,synthetic,near_null_effect
SYN-001335,treatment,1,1,0,synthetic,near_null_effect
SYN-001336,treatment,1,1,0,synthetic,near_null_effect
SYN-001337,treatment,1,1,0,synthetic,near_null_effect
SYN-001338,treatment,1,1,0,synthetic,near_null_effect
SYN-001339,treatment,1,1,0,synthetic,near_null_effect
SYN-001340,treatment,1,1,0,synthetic,near_null_effect
SYN-001341,control,1,1,0,synthetic,near_null_effect
SYN-001342,treatment,1,1,0,synthetic,near_null_effect
SYN-001343,control,1,1,0,synthetic,near_null_effect
SYN-001344,treatment,1,1,1,synthetic,near_null_effect
SYN-001345,treatment,1,1,0,synthetic,near_null_effect
SYN-001346,treatment,1,1,0,synthetic,near_null_effect
SYN-001347,control,1,1,0,synthetic,near_null_effect
SYN-001348,treatment,1,1,0,synthetic,near_null_effect
SYN-001349,treatment,1,1,0,synthetic,near_null_effect
SYN-001350,treatment,1,1,0,synthetic,near_null_effect
SYN-001351,treatment,1,1,0,synthetic,near_null_effect
SYN-001352,treatment,1,1,0,synthetic,near_null_effect
SYN-001353,control,1,1,0,synthetic,near_null_effect
SYN-001354,treatment,1,1,0,synthetic,near_null_effect
SYN-001355,control,1,1,0,synthetic,near_null_effect
SYN-001356,control,1,1,0,synthetic,near_null_effect
SYN-001357,treatment,1,1,0,synthetic,near_null_effect
SYN-001358,control,1,1,0,synthetic,near_null_effect
SYN-001359,control,1,1,0,synthetic,near_null_effect
SYN-001360,treatment,1,1,0,synthetic,near_null_effect
SYN-001361,control,1,1,0,synthetic,near_null_effect
SYN-001362,treatment,1,1,0,synthetic,near_null_effect
SYN-001363,treatment,1,1,0,synthetic,near_null_effect
SYN-001364,treatment,1,1,0,synthetic,near_null_effect
SYN-001365,control,1,1,0,synthetic,near_null_effect
SYN-001366,treatment,1,1,0,synthetic,near_null_effect
SYN-001367,control,1,1,0,synthetic,near_null_effect
SYN-001368,control,1,1,0,synthetic,near_null_effect
SYN-001369,control,1,1,0,synthetic,near_null_effect
SYN-001370,treatment,1,1,0,synthetic,near_null_effect
SYN-001371,control,1,1,0,synthetic,near_null_effect
SYN-001372,treatment,1,1,1,synthetic,near_null_effect
SYN-001373,treatment,1,1,0,synthetic,near_null_effect
SYN-001374,control,1,1,0,synthetic,near_null_effect
SYN-001375,control,1,1,0,synthetic,near_null_effect
SYN-001376,treatment,1,1,0,synthetic,near_null_effect
SYN-001377,treatment,1,1,0,synthetic,near_null_effect
SYN-001378,control,1,1,0,synthetic,near_null_effect
SYN-001379,control,1,1,0,synthetic,near_null_effect
SYN-001380,treatment,1,1,1,synthetic,near_null_effect
SYN-001381,treatment,1,1,0,synthetic,near_null_effect
SYN-001382,treatment,1,1,0,synthetic,near_null_effect
SYN-001383,treatment,1,1,0,synthetic,near_null_effect
SYN-001384,control,1,1,0,synthetic,near_null_effect
SYN-001385,control,1,1,0,synthetic,near_null_effect
SYN-001386,control,1,1,0,synthetic,near_null_effect
SYN-001387,control,1,1,0,synthetic,near_null_effect
SYN-001388,treatment,1,1,0,synthetic,near_null_effect
SYN-001389,treatment,1,1,0,synthetic,near_null_effect
SYN-001390,treatment,1,1,0,synthetic,near_null_effect
SYN-001391,treatment,1,1,1,synthetic,near_null_effect
SYN-001392,treatment,1,1,0,synthetic,near_null_effect
SYN-001393,control,1,1,0,synthetic,near_null_effect
SYN-001394,treatment,1,1,0,synthetic,near_null_effect
SYN-001395,control,1,1,0,synthetic,near_null_effect
SYN-001396,treatment,1,1,1,synthetic,near_null_effect
SYN-001397,control,1,1,0,synthetic,near_null_effect
SYN-001398,treatment,1,1,0,synthetic,near_null_effect
SYN-001399,treatment,1,1,0,synthetic,near_null_effect
SYN-001400,treatment,1,1,0,synthetic,near_null_effect
SYN-001401,treatment,1,1,0,synthetic,near_null_effect
SYN-001402,control,1,1,0,synthetic,near_null_effect
SYN-001403,treatment,1,1,0,synthetic,near_null_effect
SYN-001404,control,1,1,0,synthetic,near_null_effect
SYN-001405,control,1,1,0,synthetic,near_null_effect
SYN-001406,control,1,1,1,synthetic,near_null_effect
SYN-001407,control,1,1,0,synthetic,near_null_effect
SYN-001408,control,1,1,0,synthetic,near_null_effect
SYN-001409,control,1,1,0,synthetic,near_null_effect
SYN-001410,treatment,1,1,0,synthetic,near_null_effect
SYN-001411,treatment,1,1,1,synthetic,near_null_effect
SYN-001412,control,1,1,0,synthetic,near_null_effect
SYN-001413,control,1,1,0,synthetic,near_null_effect
SYN-001414,control,1,1,0,synthetic,near_null_effect
SYN-001415,control,1,1,0,synthetic,near_null_effect
SYN-001416,control,1,1,1,synthetic,near_null_effect
SYN-001417,control,1,1,0,synthetic,near_null_effect
SYN-001418,treatment,1,1,0,synthetic,near_null_effect
SYN-001419,control,1,1,0,synthetic,near_null_effect
SYN-001420,treatment,1,1,0,synthetic,near_null_effect
SYN-001421,treatment,1,1,0,synthetic,near_null_effect
SYN-001422,control,1,1,0,synthetic,near_null_effect
SYN-001423,treatment,1,1,0,synthetic,near_null_effect
SYN-001424,treatment,1,1,0,synthetic,near_null_effect
SYN-001425,control,1,1,0,synthetic,near_null_effect
SYN-001426,control,1,1,0,synthetic,near_null_effect
SYN-001427,treatment,1,1,0,synthetic,near_null_effect
SYN-001428,treatment,1,1,0,synthetic,near_null_effect
SYN-001429,treatment,1,1,0,synthetic,near_null_effect
SYN-001430,treatment,1,1,0,synthetic,near_null_effect
SYN-001431,control,1,1,0,synthetic,near_null_effect
SYN-001432,control,1,1,0,synthetic,near_null_effect
SYN-001433,control,1,1,0,synthetic,near_null_effect
SYN-001434,treatment,1,1,0,synthetic,near_null_effect
SYN-001435,control,1,1,0,synthetic,near_null_effect
SYN-001436,treatment,1,1,0,synthetic,near_null_effect
SYN-001437,treatment,1,1,0,synthetic,near_null_effect
SYN-001438,control,1,1,0,synthetic,near_null_effect
SYN-001439,treatment,1,1,0,synthetic,near_null_effect
SYN-001440,control,1,1,0,synthetic,near_null_effect
SYN-001441,control,1,1,0,synthetic,near_null_effect
SYN-001442,control,1,1,0,synthetic,near_null_effect
SYN-001443,control,1,1,0,synthetic,near_null_effect
SYN-001444,control,1,1,0,synthetic,near_null_effect
